Country;HS Number;Date from;Date to;Lang 1;Desc 1;Desc 2;Desc 3;Desc 4;Desc 5;Desc 6;Desc 7;Lang 2;Desc 21;Desc 22;Desc 23;Desc 24;Desc 25;Desc 26;Desc 27;Unit of measure;Restriction code;Rate type;Champ24;Champ25;Base rate %;Rate amount;Rate curr;Rate qty;Rate qty uom;Spec App;Cert Ori;Cty Grp
CA;9305100070;20240101;99991231;EN;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of revolvers or pistols---Butts, grips and plates;;;;;;;ES;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of revolvers or pistols---Butts, grips and plates;;;;;;;N/A;;PDR;20240101;99991231;3.5;0;;;;;;
CA;9305100080;20240101;99991231;EN;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of revolvers or pistols---Slides for pistols and cylinders for revolvers;;;;;;;ES;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of revolvers or pistols---Slides for pistols and cylinders for revolvers;;;;;;;N/A;;PDR;20240101;99991231;3.5;0;;;;;;
CA;9305100090;20240101;99991231;EN;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of revolvers or pistols---Other;;;;;;;ES;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of revolvers or pistols---Other;;;;;;;N/A;;PDR;20240101;99991231;3.5;0;;;;;;
CA;9305201000;20240101;99991231;EN;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of shotguns or rifles of heading 93.03---Shotgun barrels;;;;;;;ES;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of shotguns or rifles of heading 93.03---Shotgun barrels;;;;;;;N/A;;PDR;20240101;99991231;2;0;;;;;;
CA;9305202010;20240101;99991231;EN;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of shotguns or rifles of heading 93.03---Accessories for use in bolt-action or semi-automatic .22 calibre rimfire rifles, excluding accessories of target shooting rifles.Parts---Firing mechanisms;;;;;;;ES;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of shotguns or rifles of heading 93.03---Accessories for use in bolt-action or semi-automatic .22 calibre rimfire rifles, excluding accessories of target shooting rifles.Parts---Firing mechanisms;;;;;;;N/A;;PDR;20240101;99991231;0;0;;;;;;
CA;9305202020;20240101;99991231;EN;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of shotguns or rifles of heading 93.03---Accessories for use in bolt-action or semi-automatic .22 calibre rimfire rifles, excluding accessories of target shooting rifles.Parts---Frames and receivers;;;;;;;ES;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of shotguns or rifles of heading 93.03---Accessories for use in bolt-action or semi-automatic .22 calibre rimfire rifles, excluding accessories of target shooting rifles.Parts---Frames and receivers;;;;;;;N/A;;PDR;20240101;99991231;0;0;;;;;;
CA;9305202030;20240101;99991231;EN;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of shotguns or rifles of heading 93.03---Accessories for use in bolt-action or semi-automatic .22 calibre rimfire rifles, excluding accessories of target shooting rifles.Parts---Rifle barrels;;;;;;;ES;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of shotguns or rifles of heading 93.03---Accessories for use in bolt-action or semi-automatic .22 calibre rimfire rifles, excluding accessories of target shooting rifles.Parts---Rifle barrels;;;;;;;N/A;;PDR;20240101;99991231;0;0;;;;;;
CA;9305202040;20240101;99991231;EN;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of shotguns or rifles of heading 93.03---Accessories for use in bolt-action or semi-automatic .22 calibre rimfire rifles, excluding accessories of target shooting rifles.Parts---Pistons, locking lugs and gas buffers;;;;;;;ES;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of shotguns or rifles of heading 93.03---Accessories for use in bolt-action or semi-automatic .22 calibre rimfire rifles, excluding accessories of target shooting rifles.Parts---Pistons, locking lugs and gas buffers;;;;;;;N/A;;PDR;20240101;99991231;0;0;;;;;;
CA;9305202050;20240101;99991231;EN;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of shotguns or rifles of heading 93.03---Accessories for use in bolt-action or semi-automatic .22 calibre rimfire rifles, excluding accessories of target shooting rifles.Parts---Magazines and parts thereof;;;;;;;ES;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of shotguns or rifles of heading 93.03---Accessories for use in bolt-action or semi-automatic .22 calibre rimfire rifles, excluding accessories of target shooting rifles.Parts---Magazines and parts thereof;;;;;;;N/A;;PDR;20240101;99991231;0;0;;;;;;
CA;9305202060;20240101;99991231;EN;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of shotguns or rifles of heading 93.03---Accessories for use in bolt-action or semi-automatic .22 calibre rimfire rifles, excluding accessories of target shooting rifles.Parts---Silencers (sound moderators) and parts thereof;;;;;;;ES;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of shotguns or rifles of heading 93.03---Accessories for use in bolt-action or semi-automatic .22 calibre rimfire rifles, excluding accessories of target shooting rifles.Parts---Silencers (sound moderators) and parts thereof;;;;;;;N/A;;PDR;20240101;99991231;0;0;;;;;;
CA;9305202070;20240101;99991231;EN;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of shotguns or rifles of heading 93.03---Accessories for use in bolt-action or semi-automatic .22 calibre rimfire rifles, excluding accessories of target shooting rifles.Parts---Flash eliminators and parts thereof;;;;;;;ES;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of shotguns or rifles of heading 93.03---Accessories for use in bolt-action or semi-automatic .22 calibre rimfire rifles, excluding accessories of target shooting rifles.Parts---Flash eliminators and parts thereof;;;;;;;N/A;;PDR;20240101;99991231;0;0;;;;;;
CA;9305202080;20240101;99991231;EN;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of shotguns or rifles of heading 93.03---Accessories for use in bolt-action or semi-automatic .22 calibre rimfire rifles, excluding accessories of target shooting rifles.Parts---Breeches, bolts (gunlocks) and bolt carriers;;;;;;;ES;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of shotguns or rifles of heading 93.03---Accessories for use in bolt-action or semi-automatic .22 calibre rimfire rifles, excluding accessories of target shooting rifles.Parts---Breeches, bolts (gunlocks) and bolt carriers;;;;;;;N/A;;PDR;20240101;99991231;0;0;;;;;;
CA;9305202090;20240101;99991231;EN;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of shotguns or rifles of heading 93.03---Accessories for use in bolt-action or semi-automatic .22 calibre rimfire rifles, excluding accessories of target shooting rifles.Parts---Other;;;;;;;ES;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of shotguns or rifles of heading 93.03---Accessories for use in bolt-action or semi-automatic .22 calibre rimfire rifles, excluding accessories of target shooting rifles.Parts---Other;;;;;;;N/A;;PDR;20240101;99991231;0;0;;;;;;
CA;9305209060;20240101;99991231;EN;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of shotguns or rifles of heading 93.03---Other---Silencers (sound moderators) and parts thereof;;;;;;;ES;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of shotguns or rifles of heading 93.03---Other---Silencers (sound moderators) and parts thereof;;;;;;;N/A;;PDR;20240101;99991231;7.5;0;;;;;;
CA;9305209070;20240101;99991231;EN;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of shotguns or rifles of heading 93.03---Other---Flash eliminators and parts thereof;;;;;;;ES;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of shotguns or rifles of heading 93.03---Other---Flash eliminators and parts thereof;;;;;;;N/A;;PDR;20240101;99991231;7.5;0;;;;;;
CA;9305209090;20240101;99991231;EN;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of shotguns or rifles of heading 93.03---Other---Other;;;;;;;ES;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of shotguns or rifles of heading 93.03---Other---Other;;;;;;;N/A;;PDR;20240101;99991231;7.5;0;;;;;;
